EBEM,500.88118,4175.85869,2.7,0.0000025,1500
ECPN,498.81063,4177.38659,2.996,0.0000025,1500
EMFO,507.35708,4176.7495,1.23,0.0000025,1500
EMFS,499.81493,4174.7048,2.507,0.0000025,1500
EMNR,502.2884,4185.48923,1.797,0.000001,1500
EPDN,501.47976,4179.84423,2.823,0.0000025,1500
EPLC,498.74015,4179.75299,2.917,0.0000025,1500
ESLN,497.74306,4171.79831,1.735,0.0000025,1500
ESVO,495.33024,4180.64591,1.691,0.000001,1500
